Section,Type,Ticker,Price,Relative Strength Percentile,1 Month Ago Percentile,3 Months Ago Percentile,6 Months Ago Percentile,Sector,Industry,Rank
🔹 Breakout: New Leader,Stock,GPRE,8.05,91,3.0,0.0,1.0,Basic Materials,Chemicals,769
🔹 Breakout: New Leader,Stock,KRUS,86.86,91,85.0,9.0,14.0,Consumer Cyclical,Restaurants,771
🔹 Breakout: New Leader,Stock,PGRE,6.3,91,93.0,26.0,30.0,Real Estate,REIT - Office,774
🔹 Breakout: New Leader,Stock,CENX,22.52,91,52.0,44.0,86.0,Basic Materials,Aluminum,784
🔹 Breakout: New Leader,Stock,NG,5.54,91,88.0,95.0,13.0,Basic Materials,Gold,785
🔹 Breakout: New Leader,Stock,ELAN,14.68,91,81.0,11.0,12.0,Healthcare,Drug Manufacturers - Specialty & Generic,788
🔹 Breakout: New Leader,Stock,NPKI,9.06,91,90.0,13.0,31.0,Energy,Oil & Gas Equipment & Services,789
🔹 Breakout: New Leader,Stock,SRI,7.91,91,12.0,1.0,0.0,Consumer Cyclical,Auto Parts,791
🔹 Breakout: New Leader,Stock,GF,12.15,90,91.0,94.0,31.0,Financial Services,Asset Management,793
🔹 Breakout: New Leader,Stock,QQQU,47.19,90,84.0,19.0,94.0,ETF,ETF,796
🔹 Breakout: New Leader,Stock,HLF,9.73,90,48.0,47.0,2.0,Consumer Defensive,Packaged Foods,798
🔹 Breakout: New Leader,Stock,MQ,5.79,90,92.0,22.0,2.0,Technology,Software - Infrastructure,801
🔹 Breakout: New Leader,Stock,SPTN,26.58,90,92.0,74.0,9.0,Consumer Defensive,Food Distribution,802
🔹 Breakout: New Leader,Stock,QXO,21.89,90,89.0,4.0,1.0,Technology,Software - Application,803
🔹 Breakout: New Leader,Stock,BA,230.74,90,85.0,82.0,48.0,Industrials,Aerospace & Defense,804
🔹 Breakout: New Leader,Stock,REMX,54.95,90,32.0,21.0,9.0,ETF,ETF,807
🔹 Breakout: New Leader,Stock,PBW,24.51,90,72.0,13.0,14.0,ETF,ETF,808
🔹 Breakout: New Leader,Stock,FTDR,58.97,90,94.0,26.0,94.0,Consumer Cyclical,Personal Services,814
🔹 Breakout: New Leader,Stock,EMR,146.95,90,86.0,24.0,86.0,Industrials,Specialty Industrial Machinery,817
🔹 Breakout: New Leader,Stock,ACCS,11.93,90,91.0,16.0,13.0,Communication Services,Advertising Agencies,818
🔹 Breakout: New Leader,Stock,KLG,23.04,90,9.0,60.0,21.0,Consumer Defensive,Packaged Foods,819
🔹 Breakout: New Leader,Stock,RAPT,12.8,90,3.0,1.0,0.0,Healthcare,Biotechnology,827
🔹 Breakout: New Leader,Stock,COHN,11.63,90,74.0,38.0,87.0,Financial Services,Capital Markets,833
🔹 Breakout: New Leader,Stock,EVI,24.96,90,80.0,20.0,8.0,Industrials,Industrial Distribution,836
🔹 Breakout: New Leader,Stock,SYF,71.57,90,90.0,35.0,93.0,Financial Services,Credit Services,837
🔹 Breakout: New Leader,Stock,EYPT,10.31,90,95.0,7.0,1.0,Healthcare,Biotechnology,838
🔹 Breakout: New Leader,Stock,OSK,127.22,90,81.0,16.0,63.0,Industrials,Farm & Heavy Construction Machinery,839
🔹 Breakout: New Leader,Stock,VNAM,20.17,90,68.0,56.0,19.0,ETF,ETF,840
🔹 Breakout: New Leader,Stock,AXIL,7.99,90,18.0,85.0,43.0,Technology,Consumer Electronics,842
🔹 Breakout: New Leader,Stock,ROM,80.51,90,85.0,14.0,74.0,ETF,ETF,843
🔹 Breakout: New Leader,Stock,UXI,46.44,90,84.0,33.0,82.0,ETF,ETF,844
🔹 Breakout: New Leader,Stock,ARMG,15.33,90,90.0,1.0,86.0,ETF,ETF,845
🔹 Breakout: New Leader,Stock,ING,23.71,90,86.0,91.0,48.0,Financial Services,Banks - Diversified,847
🔹 Breakout: New Leader,Stock,GRFS,10.07,90,84.0,46.0,9.0,Healthcare,Drug Manufacturers - General,850
🔹 Breakout: New Leader,Stock,ZBIO,16.0,90,17.0,46.0,0.0,Healthcare,Biotechnology,851
🔹 Breakout: New Leader,Stock,JBTM,134.9,90,66.0,45.0,90.0,Industrials,Specialty Industrial Machinery,856
🔹 Breakout: New Leader,Stock,TR,39.95,90,67.0,82.0,48.0,Consumer Defensive,Confectioners,857
🔹 Breakout: New Leader,Stock,NPO,206.14,90,85.0,30.0,86.0,Industrials,Specialty Industrial Machinery,858
🔹 Breakout: New Leader,Stock,MOMO,8.46,90,92.0,17.0,72.0,Communication Services,Internet Content & Information,859
🔹 Breakout: New Leader,Stock,AGYS,114.31,90,90.0,11.0,19.0,Technology,Software - Application,860
🔹 Breakout: New Leader,Stock,CVI,27.31,90,89.0,14.0,6.0,Energy,Oil & Gas Refining & Marketing,861
🔹 Breakout: New Leader,Stock,SOHU,15.57,90,16.0,15.0,32.0,Communication Services,Electronic Gaming & Multimedia,863
🔹 Breakout: New Leader,Stock,STEM,13.57,90,8.0,2.0,3.0,Utilities,Utilities - Renewable,864
🔹 Breakout: New Leader,Stock,JETU,23.6,90,12.0,3.0,93.0,ETF,ETF,865
🔹 Breakout: New Leader,Stock,VYX,13.88,90,27.0,6.0,13.0,Technology,Information Technology Services,866
🔹 Breakout: New Leader,Stock,BGSF,6.33,90,67.0,1.0,2.0,Industrials,Staffing & Employment Services,872
🔹 Breakout: New Leader,Stock,NUS,8.83,90,55.0,10.0,3.0,Consumer Defensive,Household & Personal Products,873
🔹 Breakout: New Leader,Stock,EVTL,6.39,90,88.0,4.0,5.0,Industrials,Aerospace & Defense,874
🔹 Breakout: New Leader,Stock,MUX,11.52,90,80.0,14.0,12.0,Basic Materials,Other Precious Metals & Mining,875
🔹 Breakout: New Leader,Stock,ECVT,8.84,90,86.0,9.0,42.0,Basic Materials,Specialty Chemicals,877
🔹 Breakout: New Leader,Stock,DDS,498.83,90,56.0,14.0,84.0,Consumer Cyclical,Department Stores,879

# === STOCK SUMMARY ===
# section-1: RS > 95 for all timeframes and Price > 20
# PTIR, SEZL, RKLX, ALMU, NEON, OKLO, RKLB, DAVE, AGFY, ARQQ, SMR, HOOD, PLTR, HSAI, ASTS, VRNA, IONQ, CLS, GEV, RBLX, HIMS, IONX, APP, GDS, TSAT, AS, TPR, SNWV, AGX, TLN, NNE, INOD, SEI, GRAL, SMU, SRRK, SRAD, KDEF, FOA, CVNA, UI, RBRK, CRS

# section-2: RS ≥ 85 and improving trend
# MP, TZUP, PGY, VHC, METC, WLDN, SBSW, FORD, SNES, OWLT, OPRX, FLYE, UUUU, PARR, NBTX, SEDG, INBX, FIVE, ESEA, SLDB, CPS, URGN, KEN, TME, BIRD, MLCO, INDV, ASPS, FENC, ZVRA, IE, AAMI, RILYN, COUR, CRSP, GHLD, SLVR, DLTR, RYAAY, MRUS, RILYG, MTW, CX, AMD, ATRA, TEL, SHG, RCMT, VNM, SIMO, ECNS, CHN, SMCL, EDC, GMS, GAMR, ULTA, SRI, HLF, QXO, BA, REMX, RAPT, EVI, VNAM, GRFS, CVI, NUS, MUX, SMCI, VC, DMAT, RTX, LI, SCHW, AGQ, TRS, SHLS, FCA, SETM, XME, MYE, KURE, PLAY, GSL, GOLF, ION, WYNN, NOAH, REX, BSY, HYDR, CTEC, IDXX, VERB, SFST, SCHL, VOD, FRNW, COPJ, PALL, TAYD, EET, JBGS, EWH, HDSN, SIG, DRAI, FHTX, DELL, IPOS

# section-3: RS ≥ 90 with breakout pattern
# SBDS, NEGG, SBET, QNTM, DDC, QBTX, ZEPP, MB, NVTS, VIGL, QSG, BTM, HYPD, VVPR, TZUP, OCG, OUST, TAOX, SGMT, PAYS, PGY, AMUU, TNGX, MEIP, PRPO, QS, SOGP, ONEG, LAYS, GRPN, CAR, BKSY, SRFM, PHOE, PVLA, YSG, ORCX, ISSC, EYE, METC, TNXP, SBSW, DOMO, AIRS, IREN, SORA, SNES, OSS, CEP, RFIL, ETU, SPCY, LASR, VRTL, AMDG, GOGO, TARK, ARTL, OWLT, SYM, AAOI, TPC, CONL, OPRX, TIL, PCT, IDN, FLYE, APPS, LFMD, FULC, UUUU, SUPX, AAPG, EVEX, ELTX, MIMI, AEHR, ZENA, APLD, PARR, AVGX, VVOS, ETHT, ALAB, MASS, BNR, ETHU, DPRO, URAA, AVL, ACOG, COGT, NBTX, ALNT, SEDG, AENT, AMDL, KEP, MGNI, CMCL, INBX, VERV, KFS, KALA, NEUP, KORU, SCPH, FIVE, ATRO, W, STG, COIN, NKTR, ESEA, STRM, SLDB, RIOX, AGEN, SOFX, OPXS, URGN, IHS, RRGB, OCC, NVDG, ATI, NVDL, AIFU, ILPT, ARMU, GHM, CCJ, BELFB, SIFY, ORCL, GEOS, AVAV, BYON, PONY, BIRD, ORIC, MLCO, ARMN, CMP, NVDU, WF, ALGM, USD, INDV, VENU, TSMX, SIF, ENLT, TSMU, NVDX, TSMG, ENVX, STX, WWW, AETH, ASPS, WEBL, HIBL, SKLZ, GHRS, IE, AAMI, FL, MYRG, AIBU, RILYN, FLYU, CIFR, EZET, FETH, ETHV, ETH, ETHA, COUR, ETHW, URA, CETH, QETH, YOSH, CPXR, RIOT, SLNO, ECG, YALA, ETHE, ACMR, FBL, PHAT, METCB, EVAV, FWRD, FBRX, DY, CDE, ZIMV, KZIA, GOOS, FEDU, CUK, BWMN, CRSP, CCL, DCO, BULZ, METU, PBPB, WDC, GHLD, SLVR, CRVO, LMBO, AAP, DNA, TCI, KEQU, MKTW, ACAD, ARKZ, DAPP, PSIL, DUSL, DLTR, FTCI, RYAAY, CTRN, NLR, TECL, UEC, MNMD, EETH, SHAK, OM, MRUS, PLTM, MSFL, LIVE, PPLT, RZLT, CECO, RILYG, SMTC, STCE, ARKD, ARLO, ALTG, CBRL, ALDX, SSBI, ASMB, VRT, WT, NVDA, KPLT, DK, CG, MTW, COIW, CX, BGLC, PXLW, AMD, EXK, MSFX, RHLD, ATRA, BNKU, TERN, WGMI, BOOT, TEL, ZK, BELFA, BASE, SHG, DLLL, DQ, WRBY, SFIX, BITQ, RCMT, MSFU, BZ, VNM, HGV, CTOS, SPRX, SN, FN, IVZ, ADNT, URAN, AMPL, NTRS, ELF, SIMO, TNL, TQQQ, GTES, ARMH, TSM, EURL, BMBL, MEDP, CMCM, PENG, IBLC, CELH, ROK, SMCL, AG, OIS, TRMB, CHAT, PUK, HUHU, AARD, VSAT, EDC, WOR, BKKT, DECO, SERV, GMS, GPRE, KRUS, PGRE, CENX, NG, ELAN, NPKI, SRI, GF, QQQU, HLF, MQ, SPTN, QXO, BA, REMX, PBW, FTDR, EMR, ACCS, KLG, RAPT, COHN, EVI, SYF, EYPT, OSK, VNAM, AXIL, ROM, UXI, ARMG, ING, GRFS, ZBIO, JBTM, TR, NPO, MOMO, AGYS, CVI, SOHU, STEM, JETU, VYX, BGSF, NUS, EVTL, MUX, ECVT, DDS
